Sukhumi,Cairo,"{""destination_addresses""=>[""Cairo, Cairo Governorate, Egypt""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""2,660 km"", ""value""=>2660484}, ""duration""=>{""text""=>""1 day 13 hours"", ""value""=>131456}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,San Salvador,"{""destination_addresses""=>[""San Salvador, El Salvador""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Malabo,"{""destination_addresses""=>[""Malabo, Equatorial Guinea""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Asmara,"{""destination_addresses""=>[""Asmara, Eritrea""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""5,073 km"", ""value""=>5073155}, ""duration""=>{""text""=>""3 days 22 hours"", ""value""=>339494}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Tallinn,"{""destination_addresses""=>[""Tallinn, Estonia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""2,794 km"", ""value""=>2794290}, ""duration""=>{""text""=>""1 day 10 hours"", ""value""=>122701}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Addis Ababa,"{""destination_addresses""=>[""Addis Ababa, Ethiopia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""5,714 km"", ""value""=>5713527}, ""duration""=>{""text""=>""4 days 10 hours"", ""value""=>381645}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Stanley,"{""destination_addresses""=>[""Independence, KS 67301, USA""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Tórshavn,"{""destination_addresses""=>[""Tórshavn, Faroe Islands""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""4,746 km"", ""value""=>4746095}, ""duration""=>{""text""=>""3 days 10 hours"", ""value""=>296513}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Palikir,"{""destination_addresses""=>[""Palikir, Pohnpei, Federated States of Micronesia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Suva,"{""destination_addresses""=>[""Suva, Fiji""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Helsinki,"{""destination_addresses""=>[""Helsinki, Finland""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""2,875 km"", ""value""=>2874847}, ""duration""=>{""text""=>""1 day 11 hours"", ""value""=>124413}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Paris,"{""destination_addresses""=>[""Paris, France""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""4,300 km"", ""value""=>4300294}, ""duration""=>{""text""=>""1 day 22 hours"", ""value""=>165692}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Cayenne,"{""destination_addresses""=>[""Cayenne, French Guiana""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Papeete,"{""destination_addresses""=>[""Pape'ete, French Polynesia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
